Day,widget_id,Hour Of Day,Visits,Conversions
23.3.2024,216935,20:00 - 20:59,1,0
25.3.2024,216935,20:00 - 20:59,1,0
2.4.2024,216935,08:00 - 08:59,1,0
27.3.2024,216934,21:00 - 21:59,1,0
1.4.2024,216934,13:00 - 13:59,1,0
2.4.2024,216934,12:00 - 12:59,1,0
2.4.2024,216934,16:00 - 16:59,1,0
3.4.2024,216934,10:00 - 10:59,1,0
12.4.2024,216932,21:00 - 21:59,1,0
15.4.2024,216932,15:00 - 15:59,1,0
28.3.2024,216930,09:00 - 09:59,1,0
3.4.2024,216930,20:00 - 20:59,1,0
5.4.2024,216930,08:00 - 08:59,1,0
14.4.2024,216930,15:00 - 15:59,1,0
2.4.2024,216929,11:00 - 11:59,2,0
1.4.2024,216929,18:00 - 18:59,1,0
12.4.2024,216929,12:00 - 12:59,1,0
13.4.2024,216929,13:00 - 13:59,1,0
4.4.2024,216928,11:00 - 11:59,1,0
8.4.2024,216927,11:00 - 11:59,1,0
4.4.2024,216925,12:00 - 12:59,1,0
24.3.2024,216924,15:00 - 15:59,1,0
5.4.2024,216924,10:00 - 10:59,1,0
15.4.2024,216924,21:00 - 21:59,1,0
2.4.2024,216922,16:00 - 16:59,1,0
4.4.2024,216922,20:00 - 20:59,1,0
15.4.2024,216922,17:00 - 17:59,1,0
13.4.2024,216921,14:00 - 14:59,1,0
1.4.2024,216920,11:00 - 11:59,2,0
28.3.2024,216920,12:00 - 12:59,1,0
2.4.2024,216920,17:00 - 17:59,1,0
11.4.2024,216920,08:00 - 08:59,1,0
1.4.2024,216920,12:00 - 12:59,0,1
5.4.2024,216919,18:00 - 18:59,3,0
26.3.2024,216919,13:00 - 13:59,2,0
13.4.2024,216919,14:00 - 14:59,2,0
24.3.2024,216919,11:00 - 11:59,1,0
25.3.2024,216919,12:00 - 12:59,1,0
25.3.2024,216919,13:00 - 13:59,1,0
26.3.2024,216919,11:00 - 11:59,1,0
4.4.2024,216919,10:00 - 10:59,1,0
4.4.2024,216919,13:00 - 13:59,1,0
6.4.2024,216919,10:00 - 10:59,1,0
7.4.2024,216919,16:00 - 16:59,1,0
8.4.2024,216919,08:00 - 08:59,1,0
9.4.2024,216919,15:00 - 15:59,1,0
10.4.2024,216919,15:00 - 15:59,1,0
11.4.2024,216919,09:00 - 09:59,1,0
11.4.2024,216919,15:00 - 15:59,1,0
12.4.2024,216919,14:00 - 14:59,1,0
12.4.2024,216919,18:00 - 18:59,1,0
15.4.2024,216919,09:00 - 09:59,1,0
15.4.2024,216919,17:00 - 17:59,1,0
15.4.2024,216919,18:00 - 18:59,1,0
5.4.2024,216917,10:00 - 10:59,1,0
12.4.2024,216917,11:00 - 11:59,1,0
5.4.2024,216911,11:00 - 11:59,2,0
5.4.2024,216911,12:00 - 12:59,2,0
5.4.2024,216911,14:00 - 14:59,2,0
13.4.2024,216911,20:00 - 20:59,2,0
26.3.2024,216911,19:00 - 19:59,1,0
4.4.2024,216911,18:00 - 18:59,1,0
13.4.2024,216911,21:00 - 21:59,1,0
14.4.2024,216911,17:00 - 17:59,1,0
23.3.2024,216909,10:00 - 10:59,1,0
5.4.2024,216909,09:00 - 09:59,1,0
14.4.2024,216908,16:00 - 16:59,2,0
15.4.2024,216908,12:00 - 12:59,2,0
25.3.2024,216908,12:00 - 12:59,1,0
1.4.2024,216908,19:00 - 19:59,1,0
3.4.2024,216908,18:00 - 18:59,1,0
4.4.2024,216908,11:00 - 11:59,1,0
5.4.2024,216908,13:00 - 13:59,1,0
11.4.2024,216908,21:00 - 21:59,1,0
12.4.2024,216908,10:00 - 10:59,1,0
12.4.2024,216908,14:00 - 14:59,1,0
13.4.2024,216908,21:00 - 21:59,1,0
14.4.2024,216908,12:00 - 12:59,1,0
14.4.2024,216908,14:00 - 14:59,1,0
14.4.2024,216908,18:00 - 18:59,1,0
14.4.2024,216908,19:00 - 19:59,1,0
15.4.2024,216908,14:00 - 14:59,1,0
15.4.2024,216908,16:00 - 16:59,1,0
15.4.2024,216908,17:00 - 17:59,1,0
15.4.2024,216908,21:00 - 21:59,1,0
15.4.2024,216908,22:00 - 22:59,1,0
12.4.2024,216908,15:00 - 15:59,0,1
12.4.2024,216905,16:00 - 16:59,1,0
24.3.2024,216904,09:00 - 09:59,1,0
23.3.2024,216903,12:00 - 12:59,1,0
12.4.2024,216903,10:00 - 10:59,1,0
4.4.2024,216899,11:00 - 11:59,1,0
5.4.2024,216899,13:00 - 13:59,1,0
25.3.2024,216894,12:00 - 12:59,1,0
6.4.2024,216894,18:00 - 18:59,1,0
9.4.2024,216894,12:00 - 12:59,1,0
11.4.2024,216894,13:00 - 13:59,1,0
14.4.2024,216894,14:00 - 14:59,1,0
14.4.2024,216894,15:00 - 15:59,1,0
22.3.2024,216893,20:00 - 20:59,1,0
23.3.2024,216893,20:00 - 20:59,1,0
26.3.2024,216893,16:00 - 16:59,1,0
1.4.2024,216893,15:00 - 15:59,1,0
2.4.2024,216893,18:00 - 18:59,1,0
3.4.2024,216893,09:00 - 09:59,1,0
4.4.2024,216893,09:00 - 09:59,1,0
12.4.2024,216893,16:00 - 16:59,1,0
14.4.2024,216893,13:00 - 13:59,1,0
15.4.2024,216893,21:00 - 21:59,1,0
23.3.2024,216891,22:00 - 22:59,1,0
26.3.2024,216888,18:00 - 18:59,1,0
2.4.2024,216888,10:00 - 10:59,1,0
15.4.2024,216888,18:00 - 18:59,1,0
15.4.2024,216887,13:00 - 13:59,1,0
23.3.2024,216886,22:00 - 22:59,1,0
1.4.2024,216886,08:00 - 08:59,1,0
11.4.2024,216886,08:00 - 08:59,1,0
11.4.2024,216886,19:00 - 19:59,1,0
23.3.2024,216884,11:00 - 11:59,1,0
3.4.2024,216883,09:00 - 09:59,1,0
4.4.2024,216883,20:00 - 20:59,1,0
13.4.2024,216883,19:00 - 19:59,1,0
22.3.2024,216882,22:00 - 22:59,1,0
25.3.2024,216879,19:00 - 19:59,1,0
27.3.2024,216879,17:00 - 17:59,1,0
2.4.2024,216878,16:00 - 16:59,3,0
15.4.2024,216878,20:00 - 20:59,3,0
15.4.2024,216878,21:00 - 21:59,2,0
2.4.2024,216878,12:00 - 12:59,1,0
2.4.2024,216878,13:00 - 13:59,1,0
4.4.2024,216878,09:00 - 09:59,1,0
11.4.2024,216878,19:00 - 19:59,1,0
12.4.2024,216878,16:00 - 16:59,1,0
14.4.2024,216878,18:00 - 18:59,1,0
15.4.2024,216878,22:00 - 22:59,1,0
24.3.2024,216877,14:00 - 14:59,1,0
25.3.2024,216877,10:00 - 10:59,1,0
2.4.2024,216877,05:00 - 05:59,1,0
2.4.2024,216877,11:00 - 11:59,1,0
4.4.2024,216877,08:00 - 08:59,1,0
15.4.2024,216877,19:00 - 19:59,1,0
15.4.2024,216876,15:00 - 15:59,2,0
23.3.2024,216876,21:00 - 21:59,1,0
25.3.2024,216876,13:00 - 13:59,1,0
1.4.2024,216876,08:00 - 08:59,1,0
4.4.2024,216876,10:00 - 10:59,1,0
11.4.2024,216876,19:00 - 19:59,1,0
14.4.2024,216876,14:00 - 14:59,1,0
4.4.2024,216875,11:00 - 11:59,1,0
23.3.2024,216874,22:00 - 22:59,1,0
14.4.2024,216874,21:00 - 21:59,1,0
22.3.2024,216873,15:00 - 15:59,1,0
13.4.2024,216873,22:00 - 22:59,1,0
15.4.2024,216873,13:00 - 13:59,1,1
22.3.2024,216872,23:00 - 23:59,1,0
26.3.2024,216872,13:00 - 13:59,1,0
5.4.2024,216870,10:00 - 10:59,3,0
23.3.2024,216870,18:00 - 18:59,1,0
24.3.2024,216870,20:00 - 20:59,1,0
26.3.2024,216870,10:00 - 10:59,1,0
2.4.2024,216870,15:00 - 15:59,1,0
2.4.2024,216870,19:00 - 19:59,1,0
3.4.2024,216870,11:00 - 11:59,1,0
3.4.2024,216870,12:00 - 12:59,1,0
4.4.2024,216870,11:00 - 11:59,1,0
4.4.2024,216870,18:00 - 18:59,1,0
5.4.2024,216870,11:00 - 11:59,1,0
5.4.2024,216870,19:00 - 19:59,1,0
5.4.2024,216870,20:00 - 20:59,1,0
13.4.2024,216870,22:00 - 22:59,1,0
14.4.2024,216870,12:00 - 12:59,1,0
15.4.2024,216870,08:00 - 08:59,1,0
11.4.2024,216868,14:00 - 14:59,2,0
27.3.2024,216868,20:00 - 20:59,1,0
1.4.2024,216868,13:00 - 13:59,1,0
3.4.2024,216868,10:00 - 10:59,1,0
4.4.2024,216868,09:00 - 09:59,1,0
12.4.2024,216868,16:00 - 16:59,1,0
14.4.2024,216868,08:00 - 08:59,1,0
14.4.2024,216868,14:00 - 14:59,1,0
28.3.2024,216867,11:00 - 11:59,1,0
27.3.2024,216866,15:00 - 15:59,2,0
22.3.2024,216866,22:00 - 22:59,1,0
15.4.2024,216866,14:00 - 14:59,1,0
13.4.2024,216865,22:00 - 22:59,2,0
25.3.2024,216865,19:00 - 19:59,1,0
14.4.2024,216865,11:00 - 11:59,1,0
25.3.2024,216862,19:00 - 19:59,1,0
6.4.2024,216859,21:00 - 21:59,2,0
15.4.2024,216859,18:00 - 18:59,2,0
7.4.2024,216859,12:00 - 12:59,1,0
7.4.2024,216859,13:00 - 13:59,1,0
14.4.2024,216856,17:00 - 17:59,3,0
14.4.2024,216856,18:00 - 18:59,3,0
14.4.2024,216856,13:00 - 13:59,2,0
3.4.2024,216856,10:00 - 10:59,1,0
3.4.2024,216856,11:00 - 11:59,1,0
4.4.2024,216856,10:00 - 10:59,1,0
12.4.2024,216856,19:00 - 19:59,1,0
15.4.2024,216856,15:00 - 15:59,1,0
15.4.2024,216856,16:00 - 16:59,1,0
15.4.2024,216856,21:00 - 21:59,1,0
12.4.2024,216850,16:00 - 16:59,1,0
11.4.2024,216849,18:00 - 18:59,1,0
15.4.2024,216849,13:00 - 13:59,1,0
1.4.2024,216844,10:00 - 10:59,1,0
14.4.2024,216844,10:00 - 10:59,1,0
15.4.2024,216844,15:00 - 15:59,1,0
11.4.2024,216839,18:00 - 18:59,1,0
14.4.2024,216839,16:00 - 16:59,1,0
11.4.2024,216838,10:00 - 10:59,2,0
2.4.2024,216838,16:00 - 16:59,1,0
5.4.2024,216838,21:00 - 21:59,1,0
14.4.2024,216838,08:00 - 08:59,1,0
14.4.2024,216838,09:00 - 09:59,1,0
14.4.2024,216838,14:00 - 14:59,1,0
22.3.2024,216837,20:00 - 20:59,1,0
26.3.2024,216837,18:00 - 18:59,1,0
27.3.2024,216837,17:00 - 17:59,1,0
15.4.2024,216837,15:00 - 15:59,1,0
15.4.2024,216837,16:00 - 16:59,1,0
3.4.2024,216836,11:00 - 11:59,1,0
22.3.2024,216814,20:00 - 20:59,1,0
23.3.2024,216814,22:00 - 22:59,1,0
24.3.2024,216814,12:00 - 12:59,1,0
1.4.2024,216814,08:00 - 08:59,1,0
4.4.2024,216814,11:00 - 11:59,1,0
11.4.2024,216814,17:00 - 17:59,1,0
14.4.2024,216814,18:00 - 18:59,1,0
15.4.2024,216814,10:00 - 10:59,1,0
14.4.2024,216814,19:00 - 19:59,0,1
4.4.2024,216811,10:00 - 10:59,4,0
13.4.2024,216811,15:00 - 15:59,2,0
14.4.2024,216811,13:00 - 13:59,2,0
23.3.2024,216811,13:00 - 13:59,1,0
24.3.2024,216811,10:00 - 10:59,1,0
4.4.2024,216811,09:00 - 09:59,1,0
7.4.2024,216811,12:00 - 12:59,1,0
7.4.2024,216811,18:00 - 18:59,1,0
8.4.2024,216811,19:00 - 19:59,1,0
12.4.2024,216811,13:00 - 13:59,1,0
12.4.2024,216811,15:00 - 15:59,1,0
13.4.2024,216811,22:00 - 22:59,1,0
14.4.2024,216811,08:00 - 08:59,1,0
14.4.2024,216811,12:00 - 12:59,1,0
14.4.2024,216811,14:00 - 14:59,1,0
15.4.2024,216811,15:00 - 15:59,1,0
12.4.2024,216811,17:00 - 17:59,0,1
25.3.2024,216808,14:00 - 14:59,1,0
15.4.2024,216799,18:00 - 18:59,2,0
9.4.2024,216798,09:00 - 09:59,4,0
24.3.2024,216798,13:00 - 13:59,1,0
27.3.2024,216798,16:00 - 16:59,1,0
28.3.2024,216798,13:00 - 13:59,1,0
3.4.2024,216798,12:00 - 12:59,1,0
8.4.2024,216798,11:00 - 11:59,1,0
8.4.2024,216798,21:00 - 21:59,1,0
9.4.2024,216798,07:00 - 07:59,1,0
12.4.2024,216798,16:00 - 16:59,1,0
14.4.2024,216798,16:00 - 16:59,1,0
27.3.2024,216793,21:00 - 21:59,1,0
3.4.2024,216793,09:00 - 09:59,1,0
11.4.2024,216793,07:00 - 07:59,1,0
14.4.2024,216793,16:00 - 16:59,1,0
14.4.2024,216793,18:00 - 18:59,1,0
28.3.2024,216792,09:00 - 09:59,1,0
8.4.2024,216792,20:00 - 20:59,1,1
11.4.2024,216792,11:00 - 11:59,1,0
12.4.2024,216792,13:00 - 13:59,1,0
15.4.2024,216792,13:00 - 13:59,1,0
3.4.2024,216790,18:00 - 18:59,1,0
11.4.2024,216790,18:00 - 18:59,1,0
2.4.2024,216789,12:00 - 12:59,3,0
26.3.2024,216789,19:00 - 19:59,1,0
27.3.2024,216789,20:00 - 20:59,1,0
2.4.2024,216789,10:00 - 10:59,1,0
2.4.2024,216789,11:00 - 11:59,1,0
4.4.2024,216789,11:00 - 11:59,1,0
4.4.2024,216789,18:00 - 18:59,1,0
5.4.2024,216789,10:00 - 10:59,1,0
5.4.2024,216789,12:00 - 12:59,1,0
5.4.2024,216789,13:00 - 13:59,1,0
11.4.2024,216789,13:00 - 13:59,1,0
14.4.2024,216789,20:00 - 20:59,1,0
15.4.2024,216789,16:00 - 16:59,1,0
1.4.2024,216788,17:00 - 17:59,2,0
1.4.2024,216788,09:00 - 09:59,1,0
1.4.2024,216788,17:00 - 17:59,1,0
13.4.2024,216788,13:00 - 13:59,1,0
13.4.2024,216788,22:00 - 22:59,1,0
26.3.2024,216787,17:00 - 17:59,1,0
28.3.2024,216787,12:00 - 12:59,1,0
23.3.2024,216786,21:00 - 21:59,1,0
24.3.2024,216786,13:00 - 13:59,1,0
26.3.2024,216786,10:00 - 10:59,1,0
12.4.2024,216785,15:00 - 15:59,1,0
23.3.2024,216784,19:00 - 19:59,2,0
1.4.2024,216784,11:00 - 11:59,1,0
2.4.2024,216784,13:00 - 13:59,1,0
15.4.2024,216784,15:00 - 15:59,1,0
15.4.2024,216784,19:00 - 19:59,1,0
28.3.2024,216782,11:00 - 11:59,1,0
2.4.2024,216781,16:00 - 16:59,1,0
13.4.2024,216779,19:00 - 19:59,1,0
2.4.2024,216778,09:00 - 09:59,1,0
3.4.2024,216778,11:00 - 11:59,1,0
3.4.2024,216778,12:00 - 12:59,1,0
14.4.2024,216778,11:00 - 11:59,1,0
14.4.2024,216778,13:00 - 13:59,1,0
12.4.2024,216774,14:00 - 14:59,1,0
12.4.2024,216774,18:00 - 18:59,1,0
13.4.2024,216774,15:00 - 15:59,1,0
14.4.2024,216774,19:00 - 19:59,1,0
8.4.2024,216771,15:00 - 15:59,1,0
11.4.2024,216771,14:00 - 14:59,1,0
4.4.2024,216770,18:00 - 18:59,3,0
14.4.2024,216765,12:00 - 12:59,2,0
14.4.2024,216765,17:00 - 17:59,2,0
26.3.2024,216765,10:00 - 10:59,1,0
2.4.2024,216765,12:00 - 12:59,1,0
11.4.2024,216765,19:00 - 19:59,1,0
13.4.2024,216765,19:00 - 19:59,1,0
13.4.2024,216765,23:00 - 23:59,1,0
14.4.2024,216765,08:00 - 08:59,1,0
14.4.2024,216765,11:00 - 11:59,1,0
14.4.2024,216765,13:00 - 13:59,1,0
14.4.2024,216765,16:00 - 16:59,1,0
22.3.2024,216751,11:00 - 11:59,1,0
24.3.2024,216749,10:00 - 10:59,1,0
14.4.2024,216749,16:00 - 16:59,1,0
6.4.2024,216748,19:00 - 19:59,1,0
14.4.2024,216748,19:00 - 19:59,1,0
3.4.2024,216747,18:00 - 18:59,1,0
5.4.2024,216744,20:00 - 20:59,2,0
4.4.2024,216744,17:00 - 17:59,1,0
2.4.2024,216742,16:00 - 16:59,1,0
15.4.2024,216742,17:00 - 17:59,1,0
13.4.2024,216741,16:00 - 16:59,1,0
27.3.2024,216717,09:00 - 09:59,2,0
27.3.2024,216717,15:00 - 15:59,1,0
27.3.2024,216717,20:00 - 20:59,1,0
27.3.2024,216717,21:00 - 21:59,1,0
6.4.2024,216717,08:00 - 08:59,1,0
22.3.2024,216679,22:00 - 22:59,1,0
27.3.2024,216679,13:00 - 13:59,1,0
14.4.2024,216679,13:00 - 13:59,1,0
14.4.2024,216679,16:00 - 16:59,1,0
3.4.2024,216678,09:00 - 09:59,2,0
9.4.2024,216678,08:00 - 08:59,2,0
13.4.2024,216678,10:00 - 10:59,2,0
27.3.2024,216678,20:00 - 20:59,1,0
2.4.2024,216678,01:00 - 01:59,1,0
2.4.2024,216678,10:00 - 10:59,1,0
2.4.2024,216678,12:00 - 12:59,1,0
2.4.2024,216678,13:00 - 13:59,1,0
3.4.2024,216678,11:00 - 11:59,1,0
8.4.2024,216678,21:00 - 21:59,1,0
9.4.2024,216678,13:00 - 13:59,1,0
10.4.2024,216678,14:00 - 14:59,1,0
11.4.2024,216678,08:00 - 08:59,1,0
11.4.2024,216678,13:00 - 13:59,1,0
11.4.2024,216678,20:00 - 20:59,1,0
12.4.2024,216678,08:00 - 08:59,1,0
12.4.2024,216678,09:00 - 09:59,1,0
12.4.2024,216678,11:00 - 11:59,1,0
12.4.2024,216678,14:00 - 14:59,1,0
13.4.2024,216678,14:00 - 14:59,1,0
13.4.2024,216678,21:00 - 21:59,1,0
14.4.2024,216678,08:00 - 08:59,1,0
14.4.2024,216678,11:00 - 11:59,1,0
14.4.2024,216678,14:00 - 14:59,1,0
25.3.2024,216675,19:00 - 19:59,4,0
3.4.2024,216675,10:00 - 10:59,2,0
15.4.2024,216675,07:00 - 07:59,2,0
15.4.2024,216675,16:00 - 16:59,2,0
26.3.2024,216675,10:00 - 10:59,1,0
26.3.2024,216675,11:00 - 11:59,1,0
26.3.2024,216675,13:00 - 13:59,1,0
26.3.2024,216675,19:00 - 19:59,1,0
1.4.2024,216675,15:00 - 15:59,1,0
2.4.2024,216675,12:00 - 12:59,1,0
2.4.2024,216675,16:00 - 16:59,1,0
3.4.2024,216675,12:00 - 12:59,1,0
3.4.2024,216675,19:00 - 19:59,1,0
5.4.2024,216675,09:00 - 09:59,1,0
12.4.2024,216675,15:00 - 15:59,1,0
13.4.2024,216675,08:00 - 08:59,1,0
13.4.2024,216675,12:00 - 12:59,1,0
13.4.2024,216675,13:00 - 13:59,1,0
14.4.2024,216675,21:00 - 21:59,1,0
15.4.2024,216675,19:00 - 19:59,1,0
25.3.2024,216671,11:00 - 11:59,2,0
8.4.2024,216671,21:00 - 21:59,2,0
12.4.2024,216671,08:00 - 08:59,2,0
22.3.2024,216671,17:00 - 17:59,1,0
24.3.2024,216671,13:00 - 13:59,1,0
24.3.2024,216671,14:00 - 14:59,1,0
25.3.2024,216671,12:00 - 12:59,1,0
25.3.2024,216671,13:00 - 13:59,1,0
27.3.2024,216671,19:00 - 19:59,1,0
1.4.2024,216671,10:00 - 10:59,1,0
3.4.2024,216671,10:00 - 10:59,1,0
4.4.2024,216671,20:00 - 20:59,1,0
6.4.2024,216671,14:00 - 14:59,1,0
8.4.2024,216671,12:00 - 12:59,1,0
8.4.2024,216671,20:00 - 20:59,1,0
12.4.2024,216671,15:00 - 15:59,1,0
13.4.2024,216671,17:00 - 17:59,1,0
13.4.2024,216671,21:00 - 21:59,1,0
14.4.2024,216671,11:00 - 11:59,1,0
15.4.2024,216671,11:00 - 11:59,1,0
23.3.2024,216667,19:00 - 19:59,3,0
23.3.2024,216667,12:00 - 12:59,1,0
24.3.2024,216667,14:00 - 14:59,1,0
1.4.2024,216667,11:00 - 11:59,1,0
2.4.2024,216667,01:00 - 01:59,1,0
4.4.2024,216667,13:00 - 13:59,1,0
7.4.2024,216664,14:00 - 14:59,3,0
11.4.2024,216664,13:00 - 13:59,3,0
24.3.2024,216664,13:00 - 13:59,2,0
2.4.2024,216664,02:00 - 02:59,2,0
2.4.2024,216664,12:00 - 12:59,2,0
7.4.2024,216664,21:00 - 21:59,2,0
11.4.2024,216664,20:00 - 20:59,2,0
14.4.2024,216664,17:00 - 17:59,2,0
22.3.2024,216664,11:00 - 11:59,1,0
22.3.2024,216664,20:00 - 20:59,1,0
25.3.2024,216664,10:00 - 10:59,1,0
1.4.2024,216664,21:00 - 21:59,1,0
2.4.2024,216664,11:00 - 11:59,1,0
2.4.2024,216664,13:00 - 13:59,1,0
3.4.2024,216664,18:00 - 18:59,1,0
3.4.2024,216664,20:00 - 20:59,1,0
5.4.2024,216664,11:00 - 11:59,1,0
5.4.2024,216664,12:00 - 12:59,1,0
5.4.2024,216664,19:00 - 19:59,1,0
6.4.2024,216664,19:00 - 19:59,1,0
7.4.2024,216664,11:00 - 11:59,1,0
8.4.2024,216664,20:00 - 20:59,1,0
8.4.2024,216664,22:00 - 22:59,1,0
9.4.2024,216664,09:00 - 09:59,1,0
9.4.2024,216664,13:00 - 13:59,1,0
11.4.2024,216664,11:00 - 11:59,1,0
11.4.2024,216664,12:00 - 12:59,1,0
11.4.2024,216664,17:00 - 17:59,1,0
11.4.2024,216664,21:00 - 21:59,1,0
13.4.2024,216664,08:00 - 08:59,1,0
13.4.2024,216664,20:00 - 20:59,1,0
14.4.2024,216664,19:00 - 19:59,1,0
13.4.2024,216664,09:00 - 09:59,0,1
14.4.2024,216664,18:00 - 18:59,0,1
27.3.2024,216663,21:00 - 21:59,1,0
4.4.2024,216663,08:00 - 08:59,1,0
15.4.2024,216663,20:00 - 20:59,1,0
24.3.2024,216655,12:00 - 12:59,7,0
24.3.2024,216655,11:00 - 11:59,4,0
5.4.2024,216655,13:00 - 13:59,4,0
24.3.2024,216655,13:00 - 13:59,3,0
11.4.2024,216655,12:00 - 12:59,3,0
11.4.2024,216655,13:00 - 13:59,3,0
23.3.2024,216655,18:00 - 18:59,2,0
23.3.2024,216655,20:00 - 20:59,2,0
23.3.2024,216655,21:00 - 21:59,2,0
4.4.2024,216655,10:00 - 10:59,2,0
11.4.2024,216655,11:00 - 11:59,2,0
23.3.2024,216655,10:00 - 10:59,1,0
23.3.2024,216655,14:00 - 14:59,1,0
23.3.2024,216655,16:00 - 16:59,1,0
23.3.2024,216655,17:00 - 17:59,1,0
23.3.2024,216655,19:00 - 19:59,1,0
23.3.2024,216655,22:00 - 22:59,1,0
26.3.2024,216655,09:00 - 09:59,1,0
26.3.2024,216655,13:00 - 13:59,1,0
28.3.2024,216655,09:00 - 09:59,1,0
2.4.2024,216655,07:00 - 07:59,1,0
2.4.2024,216655,13:00 - 13:59,1,0
3.4.2024,216655,08:00 - 08:59,1,0
5.4.2024,216655,09:00 - 09:59,1,0
5.4.2024,216655,11:00 - 11:59,1,0
6.4.2024,216655,08:00 - 08:59,1,0
6.4.2024,216655,09:00 - 09:59,1,0
6.4.2024,216655,10:00 - 10:59,1,0
6.4.2024,216655,11:00 - 11:59,1,0
10.4.2024,216655,17:00 - 17:59,1,0
11.4.2024,216655,07:00 - 07:59,1,0
11.4.2024,216655,14:00 - 14:59,1,0
12.4.2024,216655,10:00 - 10:59,1,0
12.4.2024,216655,11:00 - 11:59,1,0
12.4.2024,216655,12:00 - 12:59,1,0
12.4.2024,216655,17:00 - 17:59,1,0
12.4.2024,216655,19:00 - 19:59,1,0
13.4.2024,216655,08:00 - 08:59,1,0
13.4.2024,216655,11:00 - 11:59,1,0
13.4.2024,216655,13:00 - 13:59,1,0
14.4.2024,216655,12:00 - 12:59,1,0
14.4.2024,216655,18:00 - 18:59,1,0
15.4.2024,216655,10:00 - 10:59,1,0
14.4.2024,216642,14:00 - 14:59,2,0
15.4.2024,216642,17:00 - 17:59,2,0
23.3.2024,216642,17:00 - 17:59,1,0
24.3.2024,216642,00:00 - 00:59,1,0
26.3.2024,216642,14:00 - 14:59,1,0
2.4.2024,216642,15:00 - 15:59,1,0
3.4.2024,216642,12:00 - 12:59,1,0
4.4.2024,216642,09:00 - 09:59,1,0
4.4.2024,216642,10:00 - 10:59,1,0
4.4.2024,216642,13:00 - 13:59,1,0
5.4.2024,216642,09:00 - 09:59,1,0
6.4.2024,216642,15:00 - 15:59,1,0
8.4.2024,216642,08:00 - 08:59,1,0
8.4.2024,216642,12:00 - 12:59,1,0
8.4.2024,216642,22:00 - 22:59,1,0
10.4.2024,216642,15:00 - 15:59,1,0
11.4.2024,216642,07:00 - 07:59,1,0
11.4.2024,216642,13:00 - 13:59,1,0
12.4.2024,216642,16:00 - 16:59,1,0
13.4.2024,216642,07:00 - 07:59,1,0
13.4.2024,216642,14:00 - 14:59,1,0
13.4.2024,216642,22:00 - 22:59,1,0
14.4.2024,216642,12:00 - 12:59,1,0
14.4.2024,216642,16:00 - 16:59,1,0
15.4.2024,216642,11:00 - 11:59,1,0
15.4.2024,216642,13:00 - 13:59,1,0
15.4.2024,216642,18:00 - 18:59,1,0
3.4.2024,216276,08:00 - 08:59,1,0
2.4.2024,216005,11:00 - 11:59,1,0
12.4.2024,216005,19:00 - 19:59,1,0
14.4.2024,216005,16:00 - 16:59,1,0
15.4.2024,216005,21:00 - 21:59,1,0
13.4.2024,215101,19:00 - 19:59,10,0
2.4.2024,215101,16:00 - 16:59,2,0
15.4.2024,215101,13:00 - 13:59,2,0
23.3.2024,215101,22:00 - 22:59,1,0
1.4.2024,215101,10:00 - 10:59,1,0
1.4.2024,215101,16:00 - 16:59,1,0
2.4.2024,215101,12:00 - 12:59,1,0
2.4.2024,215101,15:00 - 15:59,1,0
3.4.2024,215101,11:00 - 11:59,1,0
3.4.2024,215101,19:00 - 19:59,1,0
4.4.2024,215101,13:00 - 13:59,1,0
8.4.2024,215101,13:00 - 13:59,1,0
8.4.2024,215101,20:00 - 20:59,1,0
9.4.2024,215101,08:00 - 08:59,1,0
11.4.2024,215101,08:00 - 08:59,1,0
11.4.2024,215101,17:00 - 17:59,1,0
13.4.2024,215101,21:00 - 21:59,1,0
13.4.2024,215101,22:00 - 22:59,1,0
14.4.2024,215101,13:00 - 13:59,1,0
2.4.2024,215090,15:00 - 15:59,1,0
25.3.2024,214947,20:00 - 20:59,1,0
3.4.2024,214935,12:00 - 12:59,3,0
2.4.2024,214935,12:00 - 12:59,2,0
2.4.2024,214935,16:00 - 16:59,2,0
22.3.2024,214935,22:00 - 22:59,1,0
23.3.2024,214935,12:00 - 12:59,1,0
23.3.2024,214935,16:00 - 16:59,1,0
24.3.2024,214935,13:00 - 13:59,1,0
24.3.2024,214935,20:00 - 20:59,1,0
26.3.2024,214935,10:00 - 10:59,1,0
1.4.2024,214935,16:00 - 16:59,1,0
1.4.2024,214935,18:00 - 18:59,1,0
1.4.2024,214935,20:00 - 20:59,1,0
2.4.2024,214935,18:00 - 18:59,1,0
3.4.2024,214935,10:00 - 10:59,1,0
1.4.2024,214933,11:00 - 11:59,1,0
1.4.2024,214931,08:00 - 08:59,1,0
2.4.2024,214931,11:00 - 11:59,1,0
2.4.2024,214931,13:00 - 13:59,1,0
1.4.2024,190973,09:00 - 09:59,3,0
1.4.2024,190973,13:00 - 13:59,3,0
22.3.2024,190973,20:00 - 20:59,2,0
1.4.2024,190973,08:00 - 08:59,2,0
2.4.2024,190973,08:00 - 08:59,2,0
2.4.2024,190973,16:00 - 16:59,2,0
3.4.2024,190973,09:00 - 09:59,2,0
11.4.2024,190973,17:00 - 17:59,2,0
12.4.2024,190973,20:00 - 20:59,2,0
22.3.2024,190973,22:00 - 22:59,1,0
22.3.2024,190973,23:00 - 23:59,1,0
23.3.2024,190973,13:00 - 13:59,1,0
24.3.2024,190973,19:00 - 19:59,1,0
27.3.2024,190973,20:00 - 20:59,1,0
